title,link,publication_time,author,image_url,summary
Harga Emas Dunia Berpeluang Sentuh 3.800 Dollar AS Akhir Tahun Ini,https://money.kompas.com/read/2025/09/15/111100726/harga-emas-dunia-berpeluang-sentuh-3.800-dollar-as-akhir-tahun-ini,2025-09-15T04:11:00+00:00,Kompas Cyber Media,"https://asset.kompas.com/crops/G6PUMyvCkwJUHEPRLLmJMUBN-AM=/0x0:2500x1667/780x390/filters:watermark(data/photo/2020/03/10/5e6775b1d85b4.png,0,-0,1)/data/photo/2025/08/26/68ad523f43730.jpg","Hingga akhir tahun emas berpeluang menembus level 3.800 dollar AS per ons, seiring dengan meningkatnya gejolak global."
"BERITA FOTO: Persib Bandung Vs Manila Digger, Perjuangan Maung ke ACL 2",https://bola.kompas.com/read/2025/08/14/05384598/berita-foto-persib-bandung-vs-manila-digger-perjuangan-maung-ke-acl-2,2025-08-13T22:38:45+00:00,Kompas Cyber Media,"https://asset.kompas.com/crops/lzkFIQ5EJh3o8C5jRjZZTVrpunQ=/0x0:3691x2461/780x390/filters:watermark(data/photo/2020/03/10/5e6775b55942a.png,0,-0,1)/data/photo/2025/08/14/689cd97481881.jpeg",Persib Bandung perlu berjuang demi meloloskan diri ke fase grup AFC Champions League Two (ACL 2) 2025-2026 mengalahkan Manila Digger FC (Filipina).
"Penerbangan ke Maratua Sering Bermasalah, Wisatawan Asing Kecewa",https://regional.kompas.com/read/2025/09/15/111907578/penerbangan-ke-maratua-sering-bermasalah-wisatawan-asing-kecewa?source=sorotan,2025-09-15T04:19:07+00:00,Kompas Cyber Media,"https://asset.kompas.com/crops/MjLicLbR_TPr3J95SVcx0Gf9npU=/0x0:0x0/780x390/filters:watermark(data/photo/2020/03/10/5e6775ae18c31.png,0,-0,1)/data/photo/2025/09/15/68c78eedee0f7.jpg","DPRD Kaltim akan panggil maskapai terkait keluhan keterlambatan penerbangan ke Maratua, dampak pariwisata jadi sorotan."
Aksi Politik untuk Palestina di Emmy Awards 2025,https://lifestyle.kompas.com/read/2025/09/15/113500620/aksi-politik-untuk-palestina-di-emmy-awards-2025,2025-09-15T04:35:00+00:00,Kompas Cyber Media,"https://asset.kompas.com/crops/rz2F8uVymWroihg7w4jbW_BlIIs=/156x0:1251x730/780x390/filters:watermark(data/photo/2020/03/10/5e6775c8c74e6.png,0,-0,1)/data/photo/2025/09/15/68c772df5285d.jpg",Aktor Javier Bardem memanfaatkan momen di karpet merah Emmy Awards 2025 untuk menyerukan agar “Israel menghentikan genosida” di Palestina.
"Andi Widjajanto: Demo Akhir Agustus Terjadi di 173 Kota, 22 Persen Bereskalasi Jadi Amok",https://nasional.kompas.com/read/2025/09/14/17255041/andi-widjajanto-demo-akhir-agustus-terjadi-di-173-kota-22-persen-bereskalasi,2025-09-14T10:25:50+00:00,Kompas Cyber Media,"https://asset.kompas.com/crops/1zyWs1ppzDaQFCPEdSOroV9shks=/0x0:0x0/780x390/filters:watermark(data/photo/2020/03/10/5e6775ae18c31.png,0,-0,1)/data/photo/2025/09/14/68c680ffaf8ce.jpg","Andi Widjajanto sebut berdasarkan analisis sementara Lab 45, demonstrasi Agustus 2025 terjadi di 173 kota yang 22 persennya berpotensi jadi amok..."
"Buku, Pembaca dan Cinta Jalan Hidup sebagai Pustakawan Milenial dari Kota Malang",https://surabaya.kompas.com/read/2025/09/15/112249578/buku-pembaca-dan-cinta-jalan-hidup-sebagai-pustakawan-milenial-dari-kota,2025-09-15T04:22:49+00:00,Kompas Cyber Media,"https://asset.kompas.com/crops/r22o2nL940eawOy-m1gEuaOuY34=/0x91:3869x2670/780x390/filters:watermark(data/photo/2020/03/10/5e6775ae18c31.png,0,-0,1)/data/photo/2025/09/15/68c787b35f82d.jpg","Sosok Rega Rachmad Fauzie Ardiansyah, pustakawan generasi milenial yang percaya bahwa buku mempunyai cara istimewa menyentuh hati pembacanya."
"Demonstran Pro-Palestina Serbu Balap Sepeda Vuelta, Pemerintah Spanyol Mendukung",https://video.kompas.com/watch/1875917/demonstran-pro-palestina-serbu-balap-sepeda-vuelta-pemerintah-spanyol-mendukung?source=KOMPASCOM&position=wp_terkini__carousel_player_1,2025-09-15T01:14:31+00:00,Kompas Cyber Media,https://assets-studiohub.kompas.com/video2019/73f614858444241bddf143/511297e086624b0dbd4c787946a75a35/511297e086624b0dbd4c787946a75a35.jpg,"Demonstran pro Palestina serbu balap sepeda Vuelta, pemerintah Spanyol dukung"
"Penerbangan ke Maratua Sering Bermasalah, Wisatawan Asing Kecewa",https://regional.kompas.com/read/2025/09/15/111907578/penerbangan-ke-maratua-sering-bermasalah-wisatawan-asing-kecewa,2025-09-15T04:19:07+00:00,Kompas Cyber Media,"https://asset.kompas.com/crops/MjLicLbR_TPr3J95SVcx0Gf9npU=/0x0:0x0/780x390/filters:watermark(data/photo/2020/03/10/5e6775ae18c31.png,0,-0,1)/data/photo/2025/09/15/68c78eedee0f7.jpg","DPRD Kaltim akan panggil maskapai terkait keluhan keterlambatan penerbangan ke Maratua, dampak pariwisata jadi sorotan."
"Di Forum PBB, Pakistan Cecar Israel: Penjajah tapi Ngaku Korban",https://video.kompas.com/watch/1875934/di-forum-pbb-pakistan-cecar-israel-penjajah-tapi-ngaku-korban?source=KOMPASCOM&position=wp_terkini__player_1,2025-09-15T04:12:53+00:00,Kompas Cyber Media,https://video.kgnow.com/1001/1875934/1875934_406x720.jpg,"Dubes Pakistan untuk PBB, Asim Iftikhar Ahmad, mengecam Israel dalam sidang Dewan Keamanan PBB. Ia menyebut Tel Aviv melanggar hukum internasional sekaligus berpura-pura menjadi korban."
Marc Marquez Masuk Daftar Pebalap Tersukses Ducati,https://otomotif.kompas.com/read/2025/09/15/114200915/marc-marquez-masuk-daftar-pebalap-tersukses-ducati-,2025-09-15T04:42:00+00:00,Kompas Cyber Media,"https://asset.kompas.com/crops/LQ9ihrMWlfFhrnBzyyFC1h7kM-c=/14x2:745x489/780x390/filters:watermark(data/photo/2020/03/10/5e6775c2256d6.png,0,-0,1)/data/photo/2025/09/06/68bbfde9aa94f.jpg","Kemenangan Marc Marquez di MotoGP San Marino merupakan yang ke-14 di Ducati, menyamakan pencapaian Dovizioso, tapi masih di bawah Bagnaia dan Stoner"
Kompas.com Kembali Jadi Pemenang Kategori Media Online Tepercaya,https://money.kompas.com/read/2019/08/01/124215826/kompascom-kembali-jadi-pemenang-kategori-media-online-tepercaya,2019-08-01T05:42:15+00:00,Kompas Cyber Media,"https://asset.kompas.com/crops/YesFJ4ouny5quWsx-laLmXOK25k=/128x85:1152x768/780x390/filters:watermark(data/photo/2020/03/10/5e6775b1d85b4.png,0,-0,1)/data/photo/2019/08/01/5d4282ad22f01.jpg","Untuk kategori Trusted Online Media (media online tepercaya), Kompas.com tampil sebagai pemenang di antara ribuan media online."
Bertualang Menjelajahi Hidden Gems di Hong Kong - Visual Interaktif Premium,https://vip.kompas.com/hidden-gems-hongkong,Tidak ada waktu,Kompas Cyber Media,imgs/thumb.jpg,Hong Kong memiliki banyak spot wisata menarik. Jelajahi hidden gems di Hong Kong rekomendasi HKTB dan dapatkan pengalaman liburan tak terlupakan.
Raffi Ahmad Update Kondisi Mama Amy Terkini Pasca-operasi di Singapura,https://www.kompas.com/hype/read/2025/09/15/112015066/raffi-ahmad-update-kondisi-mama-amy-terkini-pasca-operasi-di-singapura,2025-09-15T04:20:15+00:00,Kompas Cyber Media,"https://asset.kompas.com/crops/8wCnuB78UuGb4mA0iJbSTSKi6hY=/0x0:0x0/780x390/filters:watermark(data/photo/2020/03/10/5e6775d943eeb.png,0,-0,1)/data/photo/2025/03/11/67d005fd23ea6.jpeg","Mama Amy, ibunda Raffi Ahmad, diketahui tengah menjalani perawatan intensif di rumah sakit dan harus menjalani operasi di Singapura."
"Bersiap, Fresh Graduate Bisa Dapat Gaji dari Magang, Pemerintah Siapkan Stimulusnya",https://megapolitan.kompas.com/read/2025/09/15/11252731/bersiap-fresh-graduate-bisa-dapat-gaji-dari-magang-pemerintah-siapkan,2025-09-15T04:25:27+00:00,Kompas Cyber Media,"https://asset.kompas.com/crops/fC2q32EpJ_H_1vL-nRNny03MKks=/0x0:854x569/780x390/filters:watermark(data/photo/2020/03/10/5e6775ae18c31.png,0,-0,1)/data/photo/2024/10/18/67122409c2b85.jpg",Pemerintah tengah siapkan stimulus untuk mendorong agar lulusan baru (fresh graduate) bisa mendapatkan gaji saat magang kerja.
Apa Itu Prompt yang Sering Dipakai di Chatbot AI? Ini Penjelasannya,https://tekno.kompas.com/read/2025/09/15/11350097/apa-itu-prompt-yang-sering-dipakai-di-chatbot-ai-ini-penjelasannya-,2025-09-15T04:35:00+00:00,Kompas Cyber Media,"https://asset.kompas.com/crops/7tWQVBDoF9MdgTdJzRBpf1BOz-A=/0x106:2503x1775/780x390/filters:watermark(data/photo/2020/03/10/5e6775b82d394.png,0,-0,1)/data/photo/2025/07/03/6865ebc47e96e.jpg","Prompt adalah instruksi untuk AI. Dengan penulisan jelas dan tepat, hasil chatbot lebih relevan, kreatif, dan sesuai kebutuhan."
Pasar Darurat 4 Tahun Tutupi Jalan Umum di Cirebon Dibongkar,https://bandung.kompas.com/read/2025/09/15/113927578/pasar-darurat-4-tahun-tutupi-jalan-umum-di-cirebon-dibongkar,2025-09-15T04:39:27+00:00,Kompas Cyber Media,"https://asset.kompas.com/crops/prxy116rEd83GmAgNOrvVvX_XhY=/0x0:0x0/780x390/filters:watermark(data/photo/2020/03/10/5e6775ae18c31.png,0,-0,1)/data/photo/2025/09/15/68c79036bf182.jpg",Pasar darurat Arjawinangun 4 tahun pakai jalan umum akhirnya ditertibkan. Ratusan pedagang direlokasi sambil tunggu pasar permanen rampung.
Momen Farel Prayoga Menangis Nyanyikan OST Air Mata di Ujung Sajadah 2,https://www.kompas.com/hype/read/2025/09/15/112516866/momen-farel-prayoga-menangis-nyanyikan-ost-air-mata-di-ujung-sajadah-2,2025-09-15T04:25:16+00:00,Kompas Cyber Media,"https://asset.kompas.com/crops/X_oVYE4I2eH-ArIGRQX8EXzmzgA=/1597x352:3548x1653/780x390/filters:watermark(data/photo/2020/03/10/5e6775d943eeb.png,0,-0,1)/data/photo/2025/08/28/68b04b90a12b5.jpg","Menjelang akhir lagu, suara Farel Prayoga mulai bergetar dan ia terlihat menyeka air mata hingga kesulitan melanjutkan nyanyiannya."
"Penjelasan Kemenkomdigi soal Video Prabowo Muncul di Bioskop, Singgung Keseimbangan Informasi",https://www.kompas.com/tren/read/2025/09/15/104700565/penjelasan-kemenkomdigi-soal-video-prabowo-muncul-di-bioskop-singgung?source=headline,2025-09-15T03:47:00+00:00,Kompas Cyber Media,"https://asset.kompas.com/crops/SvTltsLg4BVmHZ2ANo8mesVsYE4=/0x0:0x0/780x390/filters:watermark(data/photo/2020/03/10/5e6775d554370.png,0,-0,1)/data/photo/2025/09/11/68c27aaef3712.jpg",Kemenkomdigi angkat bicara soal video Presiden Prabowo tayang di bioskop. Simak penjelasan lengkapnya terkait tujuan dan keseimbangan informasi.
"Kong Latiep, Semur Jengkol, dan Pangrango, Kenangan Melekat di Perjalanan Kompas.com",https://megapolitan.kompas.com/read/2025/09/14/16591551/kong-latiep-semur-jengkol-dan-pangrango-kenangan-melekat-di-perjalanan,2025-09-14T09:59:15+00:00,Kompas Cyber Media,"https://asset.kompas.com/crops/u-V71LXZfV4lscNzyY4XxtkQkuA=/0x133:1600x1200/780x390/filters:watermark(data/photo/2020/03/10/5e6775ae18c31.png,0,-0,1)/data/photo/2025/09/14/68c67c6e69eb1.jpeg","Bagi Kompas.com, mendiang Kong Latiep bukan hanya rekan kerja, tetapi bagian dari keluarga besar kami."
Kota dan Pemukiman yang berkelanjutan - Lestari KG Media - Kompas.com,https://lestari.kompas.com/tujuan/kota-dan-pemukiman-yang-berkelanjutan,Tidak ada waktu,Kompas Cyber Media,https://asset.kompas.com/data/2019/kompascom/banner-jmd-3.jpg,"Pembangunan dan pengelolaan kota yang baik akan mendukung pembangunan berkelanjutan. Diperlukan penyediaan transportasi umum, perancanaan dan penataan perkotaan"
"Berpikir ala Friedman: Menkeu Purbaya ""Monetaris Heavy""",https://money.kompas.com/read/2025/09/15/101000326/berpikir-ala-friedman--menkeu-purbaya-monetaris-heavy-?source=kolom,2025-09-15T03:10:00+00:00,Kompas Cyber Media,"https://asset.kompas.com/crops/FPrsB69bjTq7Zt-PL9flGPrzCzQ=/515x625:4515x3292/780x390/filters:watermark(data/photo/2020/03/10/5e6775b1d85b4.png,0,-0,1)/data/photo/2025/09/11/68c2cd9d2680c.jpg","Purbaya mungkin penyelamat, mungkin juga pemantik krisis. Waktu, data, dan implementasi nyata yang akan membuktikannya."
"Gadis 14 Tahun di Bogor Hilang Usai Dijemput Teman Medsos, Diduga Jadi Korban TPPO",https://bandung.kompas.com/read/2025/09/15/111912178/gadis-14-tahun-di-bogor-hilang-usai-dijemput-teman-medsos-diduga-jadi-korban,2025-09-15T04:19:12+00:00,Kompas Cyber Media,"https://asset.kompas.com/crops/MDzQcrNkt5PFxojLlHU89PBTV_I=/0x0:0x0/780x390/filters:watermark(data/photo/2020/03/10/5e6775ae18c31.png,0,-0,1)/data/photo/2025/09/15/68c7917f84336.jpg",Gadis 14 tahun di Bogor hilang usai dijemput kenalan medsos. Polisi temukan di Gunung Batu dan amankan terduga pelaku.
5.999 Personel Dikerahkan Jaga Demo 15 September 2025 di Jakarta,https://megapolitan.kompas.com/read/2025/09/15/10541451/5999-personel-dikerahkan-jaga-demo-15-september-2025-di-jakarta?source=terpopuler,2025-09-15T03:54:14+00:00,Kompas Cyber Media,"https://asset.kompas.com/crops/UzpwtiLVvCT2up8td7BJ4f9lC1A=/0x0:780x390/780x390/filters:watermark(data/photo/2020/03/10/5e6775ae18c31.png,0,-0,1)/data/photo/2015/12/23/122438320151223HER101780x390.JPG","Akan ada dua aksi unjuk rasa pada hari ini, Senin 15 September 2025."
"Berusaha Kabur saat Disergap Polisi, Honda Brio di Martapura Kalsel Ternyata Angkut 19 Kg Sabu",https://regional.kompas.com/read/2025/09/15/112559078/berusaha-kabur-saat-disergap-polisi-honda-brio-di-martapura-kalsel-ternyata,2025-09-15T04:25:59+00:00,Kompas Cyber Media,"https://asset.kompas.com/crops/pGaSEwPVKKEnBMuzAyuMpaemqV8=/0x0:0x0/780x390/filters:watermark(data/photo/2020/03/10/5e6775ae18c31.png,0,-0,1)/data/photo/2025/09/15/68c7904ea3302.jpg","Dari kecurigaan saat patroli, polisi terlibat aksi kejar-kejaran dengan sebuah mobil Honda Brio yang ternyata bawa sabu senilai miliaran rupiah."
"Siska Yuliana, Guru Honorer yang Rela Sisihkan Rejeki Demi Tingkatkan Literasi Anak di Desa",https://surabaya.kompas.com/read/2025/09/15/095843378/siska-yuliana-guru-honorer-yang-rela-sisihkan-rejeki-demi-tingkatkan,2025-09-15T02:58:43+00:00,Kompas Cyber Media,"https://asset.kompas.com/crops/ux__4kq3WSCBOnJ5RQLtj0O_gb4=/0x0:0x0/780x390/filters:watermark(data/photo/2020/03/10/5e6775ae18c31.png,0,-0,1)/data/photo/2025/09/15/68c75940ab32f.jpg",Siska Yuliana adalah seorang guru honorer sebuah madrasah swasta yang mengabdikan hidupnya untuk peningkatan literasi anak-anak di Banyuwangi.
"Seorang Pemuda 18 Tahun di Sikka Ditemukan Tewas Tergeletak di Pintu Dapur, Diduga Tersengat Listrik",https://regional.kompas.com/read/2025/09/15/110956878/seorang-pemuda-18-tahun-di-sikka-ditemukan-tewas-tergeletak-di-pintu-dapur,2025-09-15T04:09:56+00:00,Kompas Cyber Media,"https://asset.kompas.com/crops/BUTeSbQ0UsME-YXNsWTlXqfSgrc=/0x0:999x666/780x390/filters:watermark(data/photo/2020/03/10/5e6775ae18c31.png,0,-0,1)/data/photo/2018/01/21/1966527952.jpg",Seorang pemuda ditemukan tewas di Sikka diduga akibat tersengat listrik di rumahnya. Simak detailnya!
Anak Sri Mulyani dan Retno Marsudi Lulus Dokter Spesialis UI ini Pilihan Jurusannya,https://www.kompas.com/edu/read/2025/09/15/105249171/anak-sri-mulyani-dan-retno-marsudi-lulus-dokter-spesialis-ui-ini-pilihan?source=terpopuler,2025-09-15T03:52:49+00:00,Kompas Cyber Media,"https://asset.kompas.com/crops/5wuncpDzZtI8H52n9hDGl89WxzM=/14x499:653x925/780x390/filters:watermark(data/photo/2020/03/10/5e6775dc18fcf.png,0,-0,1)/data/photo/2025/09/15/68c78949a4a3c.jpg",Sri Mulyani dan Retno Marsudi sama-sama membagikan kabar bahagia yakni anak keduanya berhasil menyelesaikan pendidikan Dokter Spesialis di UI.
Detik-detik Armada Laut Rusia Luncurkan Rudal Zircon di Laut Barents,https://video.kompas.com/watch/1875915/detik-detik-armada-laut-rusia-luncurkan-rudal-zircon-di-laut-barents?source=KOMPASCOM&position=wp_terkini__carousel_player_1,2025-09-15T00:20:48+00:00,Kompas Cyber Media,https://assets-studiohub.kompas.com/video2019/73f614858444241bddf143/100a099ff6b1e975023fe5ed7d0b7e5b/100a099ff6b1e975023fe5ed7d0b7e5b.jpg,Rusia pamer kekuatan rudal hipersonik Zirkon saat latihan gabungan di tengah perang Ukraina.
Kolom Syarifah Syaukat - Kompas.com,https://kolom.kompas.com/2437/Syarifah-Syaukat?source=kolom,Tidak ada waktu,Kompas Cyber Media,https://asset.kompas.com/crops/OCHonjVGY8XlqHJ3YPEXpqmKRWg=/0x0:0x0/1070x710/left/top/data/photo/profile/61b870724cc1e.jpg,"Ikuti update terkini perjalanan pemikiran, gagasan, perspektif, dan diskursus bersama kolumnis Syarifah Syaukat di Kompas.com"
Meraba Masa Depan dengan AI sebagai Copilot - JEO Kompas.com,https://jeo.kompas.com/meraba-masa-depan-dengan-ai-sebagai-copilot,Tidak ada waktu,Tidak diketahui,https://asset.kompas.com/crop/109x0:1712x1069/750x500/data/photo/2024/06/20/66731965bdff5.jpg,Kecerdasan buatan berkembang sampai ke babak generative AI. Bagaimana gambaran masa depan manusia saat AI menjadi copilot di keseharian?
Penyebab dan Cara Atasi Cat Tembok Menggelembung Menurut Dosen Teknik,https://www.kompas.com/tren/read/2025/09/15/113000265/penyebab-dan-cara-atasi-cat-tembok-menggelembung-menurut-dosen-teknik,2025-09-15T04:30:00+00:00,Kompas Cyber Media,"https://asset.kompas.com/crops/JXYbZ5UEATVmmy3jPlj_EaJhRf8=/159x699:1428x1546/780x390/filters:watermark(data/photo/2020/03/10/5e6775d554370.png,0,-0,1)/data/photo/2025/09/14/68c69db62d188.png",Dosen teknik UGM jelaskan penyebab cat tembok rumah bisa menggelembung dan bagaimana cara mencegah maupun mengatasinya.
Pekerjaan Layak dan Pertumbuhan Ekonomi - Lestari KG Media - Kompas.com,https://lestari.kompas.com/tujuan/pekerjaan-layak-dan-pertumbuhan-ekonomi,Tidak ada waktu,Kompas Cyber Media,https://asset.kompas.com/data/2019/kompascom/banner-jmd-3.jpg,"Dalam pertumbuhan ekonomi dibutuhkan sumber daya manusia serta pekerjaan yang layak, pertumbuhan penduduk harus diimbangi dengan peningkatan kualitas hidup"
"Mengenang Ervan Hardoko, Canda Tawa dan Warna di Perjalanan 30 Tahun Kompas.com",https://megapolitan.kompas.com/read/2025/09/14/13385511/mengenang-ervan-hardoko-canda-tawa-dan-warna-di-perjalanan-30-tahun,2025-09-14T06:38:55+00:00,Kompas Cyber Media,"https://asset.kompas.com/crops/RyKXRwkFbjmArGmxgPS5Rsb_eLE=/97x330:1299x1131/780x390/filters:watermark(data/photo/2020/03/10/5e6775ae18c31.png,0,-0,1)/data/photo/2025/09/14/68c65a2f50524.jpeg",Ervan Hardoko jadi salah satu rekan yang lebih dulu meninggalkan kami di redaksi Kompas.com. Mas Koko penuh dengan canda dan warna sepanjang hidupnya.
Andi Widjajanto soal Urgensi Tim Pencari Fakta Kerusuhan Demo Agustus: Pemulihan Kepercayaan,https://nasional.kompas.com/read/2025/09/14/15454821/andi-widjajanto-soal-urgensi-tim-pencari-fakta-kerusuhan-demo-agustus,2025-09-14T08:45:48+00:00,Kompas Cyber Media,"https://asset.kompas.com/crops/S6MCvbFzFiQ-i1NQDfzGmqnJMBs=/0x0:0x0/780x390/filters:watermark(data/photo/2020/03/10/5e6775ae18c31.png,0,-0,1)/data/photo/2025/09/14/68c6543d00efc.jpg",Andi Widjajanto sepakat dibentuk tim pencari fakta demo dan kerusuhan Agustus 2025. Pembentukan tim itu sebagai bentuk pemulihan trust ke pemerintah
"Eliano Reijnders Ukir Debut di Persib, Ungkap Perbedaan Liga Indonesia dan Belanda",https://bola.kompas.com/read/2025/09/15/11141228/eliano-reijnders-ukir-debut-di-persib-ungkap-perbedaan-liga-indonesia-dan,2025-09-15T04:14:12+00:00,Kompas Cyber Media,"https://asset.kompas.com/crops/_JKdPY_uxO9BqtoznZvDXq2kbGw=/446x102:3387x2063/780x390/filters:watermark(data/photo/2020/03/10/5e6775b55942a.png,0,-0,1)/data/photo/2025/09/12/68c418c5713c0.jpeg",Eliano Reijnders telah mencatat debutnya bersama Persib Bandung di Liga Indonesia. Eks PEC Zwolle ini ungkap perbedaan main di Indonesia dan Belanda.
